utilization_type,state,ndc,labeler_code,product_code,package_size,year,quarter,suppression_used,product_name,units_reimbursed,number_of_prescriptions,total_amount_reimbursed,medicaid_amount_reimbursed,non_medicaid_amount_reimbursed
FFSU,WY,00777310502,00777,3105,02,2013,1,true,"PROZAC    ",,,,,
FFSU,CT,00777310402,00777,3104,02,2013,4,true,"PROZAC    ",,,,,
FFSU,CT,00777310502,00777,3105,02,2013,4,true,"PROZAC    ",,,,,
FFSU,CT,00777310530,00777,3105,30,2013,4,true,"PROZAC    ",,,,,
FFSU,CT,00777310730,00777,3107,30,2013,4,false,"PROZAC    ",570.000,15.000000000,8103.76,8103.76,0.00
FFSU,CT,00777310402,00777,3104,02,2013,3,false,"PROZAC    ",478.000,13.000000000,3319.16,2128.54,1190.62
FFSU,CT,00777310502,00777,3105,02,2013,3,false,"PROZAC    ",495.000,13.000000000,3529.81,3529.81,0.00
FFSU,CT,00777310530,00777,3105,30,2013,3,true,"PROZAC    ",,,,,
FFSU,CT,00777310730,00777,3107,30,2013,3,false,"PROZAC    ",480.000,13.000000000,6824.85,6824.85,0.00
FFSU,CT,00777310402,00777,3104,02,2013,2,true,"PROZAC    ",,,,,
FFSU,CT,00777310502,00777,3105,02,2013,2,false,"PROZAC    ",939.000,22.000000000,6595.37,6595.37,0.00
FFSU,CT,00777310530,00777,3105,30,2013,2,true,"PROZAC    ",,,,,
FFSU,CT,00777310730,00777,3107,30,2013,2,false,"PROZAC    ",704.000,16.000000000,10004.59,10004.59,0.00
FFSU,CT,00777310402,00777,3104,02,2013,1,false,"PROZAC    ",462.000,11.000000000,3197.49,1804.80,1392.69
FFSU,CT,00777310502,00777,3105,02,2013,1,false,"PROZAC    ",1080.000,22.000000000,7679.67,7679.67,0.00
FFSU,CT,00777310530,00777,3105,30,2013,1,true,"PROZAC    ",,,,,
FFSU,CT,00777310730,00777,3107,30,2013,1,false,"PROZAC    ",930.000,20.000000000,13142.69,13142.69,0.00
FFSU,DE,00777310730,00777,3107,30,2013,4,true,"PROZAC    ",,,,,
FFSU,DE,00777310730,00777,3107,30,2013,3,true,"PROZAC    ",,,,,
FFSU,DE,00777310730,00777,3107,30,2013,2,true,"PROZAC    ",,,,,
FFSU,DE,00777310730,00777,3107,30,2013,1,true,"PROZAC    ",,,,,
